cashback_id;product_name;limitation_code;limitation_type;indication_name_de;indication_name_fr;cashback_company;detection_patterns;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;cond_treatment_stop;cond_adverse_effects;cond_treatment_failure;cotreatments;cashback_extract;description_fr_full;first_seen;last_seen
110;Hemlibra;HEMLIBRAV;DIA;Für beide Indikation gelten folgende Vergütungsvoraussetzungen:;Pour les deux indications, les conditions de remboursement suivantes s’appliquent:;Roche Pharma (Suisse) SA;company_rembourse;unknown;;unknown;;;;0;0;0;;Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp.;"<b>Pour les deux indications, les conditions de remboursement suivantes s’appliquent:</b><br>
Le diagnostic et la prescription de l’emicizumab, l’initiation du traitement et la prise en charge ultérieure ne peuvent être effectués que dans les centres universitaires et/ou spécialisés dans l’hémophilie suivants. En font partie:<br>
Kantonsspital Aarau, Universitätsspital Basel, Universitätskinderspital beider Basel, Ospedale Regionale di Bellinzona e Valli, Inselspital Bern, Kantonsspital Graubünden, Hôpitaux Universitaires Genève, Centre hospitalier universitaire vaudois, Centre Hospitalier du Valais Sion, Kantonsspital Luzern, Zentrum für Labormedizin St. Gallen, Ostschweizer Kinderspital St. Gallen, Universitätsspital Zürich, Universitäts-Kinderspital Zürich.
Avant le début du traitement, une demande de prise en charge des coûts doit être obtenue auprès de l’assureur-maladie après consultation préalable du médecin-conseil, en indiquant le schéma posologique utilisé: dose de charge pendant les 4 premières semaines (3 mg/kg de poids corporel par voie sous-cutanée une fois par semaine pendant les 4 premières semaines) et dose d’entretien à partir de la semaine 5 (1,5 mg/kg PC s.c. une fois par semaine ou 3 mg/kg PC toutes les deux semaines s.c. ou 6 mg/kg PC toutes les quatre semaines s.c.).<br>
Dans le cadre de la demande de prise en charge des coûts, le médecin traitant doit justifier auprès de l’assureur-maladie pourquoi il choisit le régime de dosage pour le traitement d’entretien et dans quelle mesure les quantités de rejets sont minimisées avec le régime de dosage appliqué. Comme le taux de rejet pour le schéma de dosage de 1,5 mg/kg PC une fois par semaine devrait correspondre au taux de rejet le plus élevé, il est particulièrement important, lors de l’utilisation de ce schéma de dosage, de justifier pourquoi ce schéma particulier devrait être utilisé. Des adaptations de la posologie dues à des changements de poids des patients sont possibles dans le cadre des dosages remboursés sans nouvelle demande de prise en charge des coûts.
Sur la base de la documentation continue du patient, les données correspondantes devraient être enregistrées dans le registre SHN, à condition que le patient donne son accord.<br>
Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp. sur demande de l’AI, pour chaque boîte d’Hemlibra, un pourcentage fixe du prix départ usine. Il informe l’assureur-maladie ou l’AI du pourcentage du montant remboursé par rapport au prix départ usine. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du prix départ usine. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Par ailleurs, le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp. l’AI, le montant déterminé par mg pour la quantité d’emicizumab administrée par année civile et par patient qui dépasse un nombre défini de mg par patient et par année civile. Il communique à l’assureur-maladie ou à l’AI la valeur seuil (le nombre de mg par patient et par année) ainsi que le montant défini par mg. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de ce montant (base PDU). Le remboursement doit être effectué rétroactivement sur une base calendaire annuelle (avec une date de référence au 31 décembre). La demande de remboursement peut intervenir à partir de ce moment.<br>
Le prix des préparations sanguines est calculé sur la base du prix départ usine plus une marge fixe de Fr. 40.00 plus TVA en raison de la situation particulière de l’approvisionnement (pratiquement pas de commerce intermédiaire).<br>
<br>";01.06.2020;01.03.2023
460;Hemlibra;HEMLIBRAV;DIA;Für beide Indikationen gelten folgende Vergütungsvoraussetzungen:;Pour les deux indications, les conditions de remboursement suivantes s’appliquent:;Roche Pharma (Suisse) SA;company_rembourse;unknown;;unknown;;;;0;0;0;;Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp.;"<b>Pour les deux indications, les conditions de remboursement suivantes s’appliquent:</b><br>
Le diagnostic et la prescription de l’emicizumab, l’initiation du traitement et la prise en charge ultérieure ne peuvent être effectués que dans les centres universitaires et/ou spécialisés dans l’hémophilie suivants. En font partie:<br>
Kantonsspital Aarau, Universitätsspital Basel, Universitätskinderspital beider Basel, Ospedale Regionale di Bellinzona e Valli, Inselspital Bern, Kantonsspital Graubünden, Hôpitaux Universitaires Genève, Centre hospitalier universitaire vaudois, Centre Hospitalier du Valais Sion, Kantonsspital Luzern, Zentrum für Labormedizin St. Gallen, Ostschweizer Kinderspital St. Gallen, Universitätsspital Zürich, Universitäts-Kinderspital Zürich.
Avant le début du traitement, une demande de prise en charge des coûts doit être obtenue auprès de l’assureur-maladie après consultation préalable du médecin-conseil, en indiquant le schéma posologique utilisé: dose de charge pendant les 4 premières semaines (3 mg/kg de poids corporel par voie sous-cutanée une fois par semaine pendant les 4 premières semaines) et dose d’entretien à partir de la semaine 5 (1,5 mg/kg PC s.c. une fois par semaine ou 3 mg/kg PC toutes les deux semaines s.c. ou 6 mg/kg PC toutes les quatre semaines s.c.).<br>
Dans le cadre de la demande de prise en charge des coûts, le médecin traitant doit justifier auprès de l’assureur-maladie pourquoi il choisit le régime de dosage pour le traitement d’entretien et dans quelle mesure les quantités de rejets sont minimisées avec le régime de dosage appliqué. Comme le taux de rejet pour le schéma de dosage de 1,5 mg/kg PC une fois par semaine devrait correspondre au taux de rejet le plus élevé, il est particulièrement important, lors de l’utilisation de ce schéma de dosage, de justifier pourquoi ce schéma particulier devrait être utilisé. Des adaptations de la posologie dues à des changements de poids des patients sont possibles dans le cadre des dosages remboursés sans nouvelle demande de prise en charge des coûts.
Sur la base de la documentation continue du patient, les données correspondantes devraient être enregistrées dans le registre SHN, à condition que le patient donne son accord.<br>
Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp. sur demande de l’AI, pour chaque boîte d’Hemlibra, un pourcentage fixe du prix départ usine. Il informe l’assureur-maladie ou l’AI du pourcentage du montant remboursé par rapport au prix départ usine. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du prix départ usine. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Par ailleurs, le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp. l’AI, le montant déterminé par mg pour la quantité d’emicizumab administrée par année civile et par patient qui dépasse un nombre défini de mg par patient et par année civile. Il communique à l’assureur-maladie ou à l’AI la valeur seuil (le nombre de mg par patient et par année) ainsi que le montant défini par mg. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de ce montant (base PDU). Le remboursement doit être effectué rétroactivement sur une base calendaire annuelle (avec une date de référence au 31 décembre). La demande de remboursement peut intervenir à partir de ce moment.<br>
Le prix des préparations sanguines est calculé sur la base du prix départ usine plus une marge fixe de Fr. 40.00 plus TVA en raison de la situation particulière de l’approvisionnement (pratiquement pas de commerce intermédiaire).<br>
<br>";01.04.2023;01.06.2023
392;Herceptin;HERCEPERJ.01;DIA;HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]";En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique <b>en plus</b> la limitation suivante:<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 17354.01.<br>
<br>";01.12.2022;01.07.2023
509;Herceptin;HERCEPERJ.01;DIA;HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]";En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique <b>en plus</b> la limitation suivante :<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie : 17354.01.<br>
<br>";01.08.2023;01.11.2025
808;Herceptin;HERCEPERJ.01;DIA;HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]";En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique <b>en plus</b> la limitation suivante :<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 17354.01<br>
<br>";01.12.2025;01.01.2026
252;Herceptin;HERCEPERJmam;DIA;HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich | Weitere Indikationen;HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus | Autres indications;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]";En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique <b>en plus</b> la limitation suivante:<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 17354.01.<br>
<br>
<b>Autres indications</b><br>
Pour les indications autorisées et pour d’autres associations, pour autant qu’un remboursement soit prévu conformément à la limitation des préparations associées, s’appliquent les prix (sans modèle tarifaire) d’HERCEPTIN figurant dans la LS.<br>
<br>";01.01.2022;07.11.2022
393;Herzuma;HERZUPERJ.01;DIA;HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]";En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique <b>en plus</b> la limitation suivante:<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 21304.01.<br>
<br>";01.12.2022;01.07.2023
510;Herzuma;HERZUPERJ.01;DIA;HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]";En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique <b>en plus</b> la limitation suivante :<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie : 21304.01.<br>
<br>";01.08.2023;01.11.2025
809;Herzuma;HERZUPERJ.01;DIA;HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich;HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]";En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique <b>en plus</b> la limitation suivante :<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 21304.01<br>
<br>";01.12.2025;01.01.2026
253;Herzuma;HERZUPERJmam;DIA;HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms | zusätzlich | Weitere Indikationen;HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein | en plus | Autres indications;;titulaire_rembourse;unknown;;per_box;;;;0;0;0;"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]";En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).;"<b>HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein</b><br>
Les critères de remboursement correspondants s’appliquent conformément à la limitation du pertuzumab (voir limitation PERJETA). En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique <b>en plus</b> la limitation suivante:<br>
Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire). Il indique à l’assureur-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette partie du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.<br>
Le code suivant doit être transmis à l’assureur-maladie: 21304.01.<br>
<br>
<b>Autres indications</b><br>
Pour les indications autorisées et pour d’autres associations, pour autant qu’un remboursement soit prévu conformément à la limitation des préparations associées, s’appliquent les prix (sans modèle tarifaire) d’HERZUMA figurant dans la LS.<br>
<br>";01.01.2022;07.11.2022
751;Hympavzi;HYMPAVZI.XX;DIA;Für beide Indikationen gelten folgende Vergütungsbedingungen:;Les conditions de remboursement suivantes s’appliquent aux deux indications:;Pfizer AG;company_rembourse;threshold_box;55.0;per_patient;from_box;55;boxes;0;0;0;"[""HYMPAVZI""]";Si plus de 54 emballages d’HYMPAVZI à 150 mg sont utilisées par patient et par an, Pfizer AG rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise ou à l’AI, sur demande de l’assureur-maladie ou de l’AI, le prix de fabrique de chaque emballage remis à partir du 55e emballage d’HYMPAVZI à 150 mg. Le remboursement de la TVA ne peut pas être réclamé en plus des montants basés sur le prix de fabrique.;"<b>Les conditions de remboursement suivantes s’appliquent aux deux indications:</b><br>
Avant l’instauration du traitement, il faut demander une garantie de prise en charge des coûts auprès de l’assureur-maladie pour toutes les indications soumises à l’obligation de remboursement, après consultation préalable du médecin-conseil. Une garantie de prise en charge doit contenir le code d’indication correspondant (21887.01 ou 21887.02).<br>
Le diagnostic et la prescription du marstacimab, l’instauration du traitement et la prise en charge ultérieure ne peuvent être effectués que dans les centres d’hémophilie universitaires et/ou spécialisés suivants. En font partie: Kantonsspital Aarau, Universitätsspital Basel, Universitätskinderspital beider Basel, Ospedale Regionale di Bellinzona e Valli, Inselspital Bern, Kantonsspital Graubünden, Hôpitaux Universitaires de Genève, Centre hospitalier universitaire vaudois, Centre Hospitalier du Valais à Sion, Kantonsspital Luzern, Zentrum für Labormedizin St. Gallen, Ostschweizer Kinderspital St. Gallen, Universitätsspital Zürich, Universitäts-Kinderspital Zürich.<br>
Seule la posologie de 150 mg par semaine est remboursée, c.-à-d. au maximum 54 emballages d’HYMPAVZI à 150 mg par patient et par an. Si plus de 54 emballages d’HYMPAVZI à 150 mg sont utilisées par patient et par an, Pfizer AG rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise ou à l’AI, sur demande de l’assureur-maladie ou de l’AI, le prix de fabrique de chaque emballage remis à partir du 55e emballage d’HYMPAVZI à 150 mg. Le remboursement de la TVA ne peut pas être réclamé en plus des montants basés sur le prix de fabrique. Le nombre d’emballages par année est évalué 15 mois après la remise du premier emballage. Le recouvrement a lieu immédiatement après.<br>
<br>";01.07.2025;01.01.2026
738;IMJUDO;IMJUDO_HCC;DIA;HCC;HCC;AstraZeneca SA;company_rembourse;full_refund_pex;;per_box;;;;0;0;0;"[""IMFINZI"", ""IMJUDO""]";Le titulaire de l'autorisation AstraZeneca SA rembourse à l'assureur-maladie auprès duquel était assurée la personne au moment de l’achat, une part définie du prix départ usine pour chaque boîte d'IMJUDO et d'IMFINZI achetées pour l'indication HCC.;"<b>HCC</b><br>
IMJUDO en association avec IMFINZI est remboursé pour le traitement des patients atteints de cancer hépatocellulaire (HCC) non opérable qui n'ont pas encore reçu de prétraitement systémique, qui ne sont pas éligibles pour un traitement locorégional et qui répondent aux critères suivants:<br>
• Fonction hépatique préservée (classe Child-Pugh A)<br>
• Statut de performance ECOG 0 ou 1<br>
L'assureur-maladie doit être informé de l’indication (y compris le code d'indication) au début du traitement. IMJUDO ne doit être administré qu'une seule fois au cours du premier cycle de traitement en association avec IMFINZI. Les patients peuvent être traités avec IMFINZI jusqu’à la progression de la maladie. Les patients cliniquement stables après la découverte initiale d’une progression peuvent continuer à être traités jusqu’à la confirmation de la progression de la maladie.<br>
Le titulaire de l'autorisation AstraZeneca SA rembourse à l'assureur-maladie auprès duquel était assurée la personne au moment de l’achat, une part définie du prix départ usine pour chaque boîte d'IMJUDO et d'IMFINZI achetées pour l'indication HCC. AstraZeneca SA communique les prix économiques d'IMJUDO et d’IMFINZI à l'assureur-maladie. La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette partie du prix départ usine. La demande de remboursement doit intervenir à partir du moment de l'administration.<br>
Le code d'indication suivant doit être transmis à l'assureur maladie: 21691.01<br>
<br>";01.05.2025;01.01.2026
75;Ibrance;IBRANCE2;DIA;;;Pfizer AG;company_rembourse;undisclosed_fixed;;per_box;;;;0;0;0;"[""IBRANCE""]";Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.;"Pour le traitement des femmes ménopausées atteintes d’un cancer du sein localement avancé ou métastatique, positif aux récepteurs hormonaux (RH) et négatif aux récepteurs du facteur de croissance épidermique humain 2 (HER2):<br>
<br>
• En association avec un inhibiteur de l’aromatase, en traitement de première ligne lorsqu’une monothérapie endocrinienne n’est pas indiquée pour des raisons justifiées. Ne pas utiliser en cas de crise viscérale. L’intervalle sans maladie après la fin du traitement endocrinien néoadjuvant ou adjuvant par l’anastrozole ou le létrozole doit être > 12 mois.<br>
<br>
• En association avec le fulvestrant, en traitement de première ligne d’une récidive survenant pendant un traitement endocrinien néoadjuvant ou adjuvant ou dans les 12 mois après la fin du traitement endocrinien adjuvant.<br>
<br>
• En association avec le fulvestrant, en traitement de deuxième ligne chez des patientes qui ont déjà reçu un traitement endocrinien au stade métastatique. 
Chez les femmes pré/périménopausées, le traitement endocrinien doit être associé avec un agoniste de la LHRH (LHRH = Luteinizing Hormone-Releasing Hormone). Pas d’utilisation en cas de progression sous un traitement préalable par un inhibiteur des kinases dépendantes des cyclines (CDK) 4 et 6. Le traitement ne peut être poursuivi que jusqu’à progression de la maladie.<br>
<br>
Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée. Pfizer AG fait connaître à l’assurance-maladie la hauteur du remboursement. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit être faite à partir du moment de l'administration.<br>
<br>";01.11.2019;01.01.2020
